race_date,racecourse_code,racecourse_name,race_number,race_id,race_name,race_time,surface,course,distance_m,going,prize_money_hkd,rating_band,race_class,horse_number,horse_name,brand_number,handicap_weight,jockey,probable_overweight,draw,trainer,international_rating,horse_rating,declared_horse_weight,horse_weight_change,best_time,wfa,days_since_last_run,owner,import_category,horse_age,horse_sex,season_stakes_hkd,total_stakes_hkd,sire,dam,horse_id,runner_id,horse_profile_url,race_url
2026-09-06,ST,Sha Tin,2,ST_20260906_R02,DUDDELL HANDICAP,13:00,Turf,A,1000,Good,1170000,,Class 4,1,LIGHTNESS OF MUSIC,K436,135.0,Z Purton,,2.0,C S Shum,,58.0,1122.0,6.0,0.55.81,-,91.0,Nikki Ng Mien Hua,PPG,5,Gelding,0,878400,Press Statement,Convene,HK_2024_K436,ST_20260906_R02_01,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2024_K436,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=2
2026-09-06,ST,Sha Tin,2,ST_20260906_R02,DUDDELL HANDICAP,13:00,Turf,A,1000,Good,1170000,,Class 4,2,RAPID PHANTOM,L204,135.0,H Y Yuen (-10),,5.0,P F Yiu,,58.0,1086.0,21.0,0.55.79,-,77.0,Karson Choi Ka Tsan & Donnie Yen Chi Tan,PPG,4,Gelding,0,859950,Hello Youmzain,Subatomic,HK_2025_L204,ST_20260906_R02_02,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2025_L204,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=2
2026-09-06,ST,Sha Tin,2,ST_20260906_R02,DUDDELL HANDICAP,13:00,Turf,A,1000,Good,1170000,,Class 4,3,ONESHOT,L105,134.0,K Teetan,,8.0,W K Mo,,57.0,1162.0,23.0,0.56.71,-,64.0,"Anthony Chan Wai Choi, Wong Tsz Wa & Kwok Ying Lung",PPG,4,Gelding,0,696150,Wrote,Wild Rock,HK_2025_L105,ST_20260906_R02_03,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2025_L105,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=2
2026-09-06,ST,Sha Tin,2,ST_20260906_R02,DUDDELL HANDICAP,13:00,Turf,A,1000,Good,1170000,,Class 4,4,RUN RUN SUNRISE,K552,134.0,K C Leung,,10.0,F C Lor,,57.0,1155.0,-2.0,0.56.08,-,64.0,"Tang Ming, James Tang Sau Yip, Tang Fong Ki & Elaine Tang Wai Ling",PPG,4,Gelding,0,1281150,Capitalist,Sister Sledge,HK_2024_K552,ST_20260906_R02_04,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2024_K552,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=2
2026-09-06,ST,Sha Tin,2,ST_20260906_R02,DUDDELL HANDICAP,13:00,Turf,A,1000,Good,1170000,,Class 4,5,HEY BROS,L150,130.0,M L Yeung,,3.0,B Crawford,,53.0,974.0,-16.0,,-,60.0,"Mr & Mrs Pang Wai Hak, Pang Ka Yeung and Andy Pang Ka Wai",PP,5,Gelding,0,65100,Brave Smash,Niji,HK_2025_L150,ST_20260906_R02_05,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2025_L150,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=2
2026-09-06,ST,Sha Tin,2,ST_20260906_R02,DUDDELL HANDICAP,13:00,Turf,A,1000,Good,1170000,,Class 4,6,LIGHTNESS OF MUSIC,,,,,,,,,,,,,,,,5,Gelding,0,878400,Press Statement,Convene,HK_2024_K436,ST_20260906_R02_06,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2024_K436,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=2
2026-09-06,ST,Sha Tin,2,ST_20260906_R02,DUDDELL HANDICAP,13:00,Turf,A,1000,Good,1170000,,Class 4,6,MABUBU,K586,130.0,J Orman,,9.0,W Y So,,53.0,1137.0,15.0,0.57.13,-,64.0,ASAP Syndicate,PPG,5,Gelding,0,725400,Zousain,Furiosa,HK_2024_K586,ST_20260906_R02_06,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2024_K586,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=2
2026-09-06,ST,Sha Tin,2,ST_20260906_R02,DUDDELL HANDICAP,13:00,Turf,A,1000,Good,1170000,,Class 4,7,SILVER SPURS,J043,129.0,E C W Wong (-3),,6.0,C Fownes,,52.0,1092.0,-2.0,0.57.51,-,56.0,Andrea Tien & Arthur Cheng,PPG,6,Gelding,0,3013690,Charm Spirit,The Pearler,HK_2023_J043,ST_20260906_R02_07,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2023_J043,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=2
2026-09-06,ST,Sha Tin,2,ST_20260906_R02,DUDDELL HANDICAP,13:00,Turf,A,1000,Good,1170000,,Class 4,8,RUBY THRIVE,L098,127.0,P N Wong (-7),,1.0,K L Man,,50.0,1111.0,24.0,0.56.49,-,77.0,"Mr & Mrs Michael Chan Se Ping, Adam Chan Yam Man and Alfred Chan Yam Lung",PPG,4,Gelding,0,134550,Anders,Whisper Delovely,HK_2025_L098,ST_20260906_R02_08,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2025_L098,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=2
2026-09-06,ST,Sha Tin,2,ST_20260906_R02,DUDDELL HANDICAP,13:00,Turf,A,1000,Good,1170000,,Class 4,9,THUNDER PRINCE,K017,125.0,B Avdulla,,11.0,J Richards,,48.0,1078.0,-5.0,0.56.78,-,60.0,"Wilson Chu Kwok Yiu, Paul M F Cheng, Lionel Lam Kin & Augustine Chu Chun Man",PP,6,Gelding,0,2095050,I Am Invincible,Royal Missile,HK_2024_K017,ST_20260906_R02_09,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2024_K017,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=2
2026-09-06,ST,Sha Tin,2,ST_20260906_R02,DUDDELL HANDICAP,13:00,Turf,A,1000,Good,1170000,,Class 4,10,COMET RADIANCE,L067,119.0,Y L Chung (-2),,7.0,A S Cruz,,42.0,1233.0,27.0,0.56.69,-,77.0,David Ng Win Loong,PPG,4,Gelding,0,339300,Tassort,Pentangili,HK_2025_L067,ST_20260906_R02_10,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2025_L067,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=2
2026-09-06,ST,Sha Tin,2,ST_20260906_R02,DUDDELL HANDICAP,13:00,Turf,A,1000,Good,1170000,,Class 4,11,LET'S HAVE FUN,L118,119.0,H Bentley,,4.0,D A Hayes,,42.0,1313.0,24.0,,-,64.0,24/25 David Hayes Trainer Syndicate (2),PP,5,Gelding,0,269100,I Am Invincible,Faint Perfume,HK_2025_L118,ST_20260906_R02_11,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2025_L118,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=2
2026-09-06,ST,Sha Tin,3,ST_20260906_R03,THE HKSAR CHIEF EXECUTIVE'S CUP (HANDICAP),13:30,Turf,A,1200,Good,4200000,,Group Three,1,KA YING RISING,J062,135.0,Z Purton,,1.0,D A Hayes,,142.0,1172.0,29.0,1.07.10,-,133.0,Ka Ying Syndicate,PPG,6,Gelding,0,158571900,Shamexpress,Missy Moo,HK_2023_J062,ST_20260906_R03_01,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2023_J062,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=3
2026-09-06,ST,Sha Tin,3,ST_20260906_R03,THE HKSAR CHIEF EXECUTIVE'S CUP (HANDICAP),13:30,Turf,A,1200,Good,4200000,,Group Three,2,COPARTNER PRANCE,H408,115.0,M L Yeung,,5.0,K W Lui,,109.0,1114.0,-13.0,1.08.27,-,77.0,Copartner Spirit Syndicate,PPG,7,Gelding,0,17729550,Epaulette,Woodstock Hussey,HK_2022_H408,ST_20260906_R03_02,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2022_H408,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=3
2026-09-06,ST,Sha Tin,3,ST_20260906_R03,THE HKSAR CHIEF EXECUTIVE'S CUP (HANDICAP),13:30,Turf,A,1200,Good,4200000,,Group Three,3,PATCH OF STARS,J343,115.0,K Teetan,,4.0,K L Man,,107.0,1170.0,-11.0,1.07.81,-,98.0,Yeung Kin Man,PPG,5,Gelding,0,11845400,All Too Hard,Tuscany Lady,HK_2023_J343,ST_20260906_R03_03,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2023_J343,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=3
2026-09-06,ST,Sha Tin,3,ST_20260906_R03,THE HKSAR CHIEF EXECUTIVE'S CUP (HANDICAP),13:30,Turf,A,1200,Good,4200000,,Group Three,4,TOMODACHI KOKOROE,H303,115.0,H Bentley,1.0,6.0,D A Hayes,,103.0,1207.0,16.0,1.07.39,-,77.0,Tak Sum Syndicate,PP,8,Gelding,0,18097520,Written Tycoon,Rainbeam,HK_2022_H303,ST_20260906_R03_04,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2022_H303,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=3
2026-09-06,ST,Sha Tin,3,ST_20260906_R03,THE HKSAR CHIEF EXECUTIVE'S CUP (HANDICAP),13:30,Turf,A,1200,Good,4200000,,Group Three,5,LUCKY WITH YOU,E356,115.0,M F Poon,2.0,2.0,F C Lor,,102.0,1198.0,-24.0,1.07.94,-,53.0,Vincent Leung Man Him,PPG,9,Gelding,0,26004000,Artie Schiller,Heredera,HK_2020_E356,ST_20260906_R03_05,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2020_E356,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=3
2026-09-06,ST,Sha Tin,3,ST_20260906_R03,THE HKSAR CHIEF EXECUTIVE'S CUP (HANDICAP),13:30,Turf,A,1200,Good,4200000,,Group Three,6,KA YING RISING,,,,,,,,,,,,,,,,6,Gelding,0,158571900,Shamexpress,Missy Moo,HK_2023_J062,ST_20260906_R03_06,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2023_J062,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=3
2026-09-06,ST,Sha Tin,3,ST_20260906_R03,THE HKSAR CHIEF EXECUTIVE'S CUP (HANDICAP),13:30,Turf,A,1200,Good,4200000,,Group Three,6,MAGIC CONTROL,J333,115.0,M Chadwick,,3.0,W K Mo,,86.0,1082.0,-8.0,1.08.39,-,53.0,Sim Tze Shiong,PP,6,Gelding,0,13178000,Sioux Nation,Jackpot Queen,HK_2023_J333,ST_20260906_R03_06,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2023_J333,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=3
2026-09-06,ST,Sha Tin,4,ST_20260906_R04,HARCOURT HANDICAP,14:05,Turf,A,1600,Good,875000,,Class 5,1,AMAZING DUCK,H392,135.0,Z Purton,,12.0,K H Ting,,40.0,1108.0,-18.0,1.34.64,-,67.0,Grinders' Racing Club Syndicate,PP,7,Gelding,0,4020400,Cluster,Grand City,HK_2022_H392,ST_20260906_R04_01,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2022_H392,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=4
2026-09-06,ST,Sha Tin,4,ST_20260906_R04,HARCOURT HANDICAP,14:05,Turf,A,1600,Good,875000,,Class 5,2,HAILTOTHEVICTORS,J508,134.0,L Ferraris,,2.0,D Eustace,,39.0,1104.0,-6.0,1.35.23,-,56.0,Graham Kot Li Heng & Amy Chau,PPG,5,Gelding,0,1074063,Almanzor,Saas Fee,HK_2023_J508,ST_20260906_R04_02,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2023_J508,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=4
2026-09-06,ST,Sha Tin,4,ST_20260906_R04,HARCOURT HANDICAP,14:05,Turf,A,1600,Good,875000,,Class 5,3,SOARING BRONCO,J162,133.0,J Orman,,14.0,M Newnham,,38.0,1115.0,7.0,1.33.80,-,105.0,"Simon Yung Yun Sang, Tang Ka Nin, Dr Benjamin Li Xiao Yi & Jason Chow Yiu Ming",PPG,6,Gelding,0,2775150,Tivaci,Sorellina,HK_2023_J162,ST_20260906_R04_03,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2023_J162,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=4
2026-09-06,ST,Sha Tin,4,ST_20260906_R04,HARCOURT HANDICAP,14:05,Turf,A,1600,Good,875000,,Class 5,4,I EXCELLE,K502,131.0,Y L Chung (-2),,9.0,P C Ng,,36.0,1144.0,6.0,1.36.34,-,64.0,Ting Wing Keung,PPG,5,Gelding,0,99300,Turn Me Loose,Junoesque,HK_2024_K502,ST_20260906_R04_04,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2024_K502,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=4
2026-09-06,ST,Sha Tin,4,ST_20260906_R04,HARCOURT HANDICAP,14:05,Turf,A,1600,Good,875000,,Class 5,5,FIGHTING MACHINE,J015,130.0,B Avdulla,,1.0,A S Cruz,,35.0,1085.0,5.0,1.35.14,-,56.0,Anthony Cheung Hin Shun,PPG,7,Gelding,0,4216050,War Decree,Udiditagain,HK_2023_J015,ST_20260906_R04_05,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2023_J015,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=4
2026-09-06,ST,Sha Tin,4,ST_20260906_R04,HARCOURT HANDICAP,14:05,Turf,A,1600,Good,875000,,Class 5,6,AMAZING DUCK,,,,,,,,,,,,,,,,7,Gelding,0,4020400,Cluster,Grand City,HK_2022_H392,ST_20260906_R04_06,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2022_H392,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=4
2026-09-06,ST,Sha Tin,4,ST_20260906_R04,HARCOURT HANDICAP,14:05,Turf,A,1600,Good,875000,,Class 5,6,SPLENDID FORCE,K120,129.0,C Y Ho,,8.0,C H Yip,,34.0,1048.0,-23.0,1.35.25,-,88.0,Colin Chu Wan Kin & Mandy Luo Wen,PPG,5,Gelding,0,183750,Wrote,Alberta,HK_2024_K120,ST_20260906_R04_06,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2024_K120,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=4
2026-09-06,ST,Sha Tin,4,ST_20260906_R04,HARCOURT HANDICAP,14:05,Turf,A,1600,Good,875000,,Class 5,7,ALL ARE MINE,H293,128.0,A Badel,,7.0,B Crawford,,33.0,1034.0,-10.0,,-,74.0,Chen Chun Man,PP,7,Gelding,0,1740650,New Bay,Ardeola,HK_2022_H293,ST_20260906_R04_07,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2022_H293,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=4
2026-09-06,ST,Sha Tin,4,ST_20260906_R04,HARCOURT HANDICAP,14:05,Turf,A,1600,Good,875000,,Class 5,8,GOLDEN FORTUNE,K500,128.0,H Bowman,,11.0,K L Man,,33.0,1227.0,15.0,1.35.23,-,56.0,All Happy Together Syndicate,PPG,5,Gelding,0,356563,Preferment,Valencia's Image,HK_2024_K500,ST_20260906_R04_08,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2024_K500,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=4
2026-09-06,ST,Sha Tin,4,ST_20260906_R04,HARCOURT HANDICAP,14:05,Turf,A,1600,Good,875000,,Class 5,9,SETANTA,G095,128.0,K C Leung,,5.0,Y S Tsui,,33.0,1174.0,-14.0,1.34.69,-,53.0,James Lau Po Man & Alice Woo Wai See,PP,9,Gelding,0,6822100,Fastnet Rock,Legally Bay,HK_2021_G095,ST_20260906_R04_09,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2021_G095,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=4
2026-09-06,ST,Sha Tin,4,ST_20260906_R04,HARCOURT HANDICAP,14:05,Turf,A,1600,Good,875000,,Class 5,10,GENERAL SMART,K138,124.0,A Atzeni,,6.0,C S Shum,,29.0,1117.0,-10.0,1.34.10,-,67.0,"Alex Chau Man Lok, Jack Chan Hoi, Paul Ho Yiu Po & Patrick Law Fu Yuen",PPG,5,Gelding,0,402500,Shamus Award,Deplorable,HK_2024_K138,ST_20260906_R04_10,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2024_K138,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=4
2026-09-06,ST,Sha Tin,4,ST_20260906_R04,HARCOURT HANDICAP,14:05,Turf,A,1600,Good,875000,,Class 5,11,MAZING GRACE,K166,123.0,M L Yeung,,13.0,C W Chang,,28.0,1194.0,21.0,1.34.95,-,67.0,Sheung Chi Wai,PPG,4,Gelding,0,213300,Starspangledbanner,Sunbird,HK_2024_K166,ST_20260906_R04_11,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2024_K166,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=4
2026-09-06,ST,Sha Tin,4,ST_20260906_R04,HARCOURT HANDICAP,14:05,Turf,A,1600,Good,875000,,Class 5,12,GO GO GO,H196,121.0,K Teetan,,3.0,W Y So,,26.0,1123.0,3.0,1.35.08,-,123.0,Bricks Lovers Syndicate,PPG,7,Gelding,0,2700900,Charm Spirit,Guessed,HK_2022_H196,ST_20260906_R04_12,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2022_H196,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=4
2026-09-06,ST,Sha Tin,4,ST_20260906_R04,HARCOURT HANDICAP,14:05,Turf,A,1600,Good,875000,,Class 5,13,HAPPY BUDDIES,K344,121.0,M Chadwick,,10.0,W K Mo,,26.0,1046.0,-7.0,,-,56.0,Happy Buddies Syndicate,PPG,5,Gelding,0,81850,Ribchester,Snitz Of Time,HK_2024_K344,ST_20260906_R04_13,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2024_K344,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=4
2026-09-06,ST,Sha Tin,4,ST_20260906_R04,HARCOURT HANDICAP,14:05,Turf,A,1600,Good,875000,,Class 5,14,PERFECT PAIRING,J331,120.0,M F Poon,,4.0,J Size,,25.0,1016.0,-1.0,1.35.31,-,74.0,Mr & Mrs Jerry Chow Shiu Ming,PP,7,Gelding,0,2036800,Pierro,Aonair,HK_2023_J331,ST_20260906_R04_14,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2023_J331,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=4
2026-09-06,ST,Sha Tin,5,ST_20260906_R05,EDINBURGH HANDICAP,14:55,Turf,A,1200,Good,1170000,,Class 4,1,ISLAND BUDDY,J217,135.0,K Teetan,,1.0,B Crawford,,59.0,1199.0,14.0,1.08.97,-,64.0,Ng Kun Man,PPG,6,Gelding,0,2521350,Brave Smash,Treatmelikealady,HK_2023_J217,ST_20260906_R05_01,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2023_J217,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=5
2026-09-06,ST,Sha Tin,5,ST_20260906_R05,EDINBURGH HANDICAP,14:55,Turf,A,1200,Good,1170000,,Class 4,2,KANSAS,L305,132.0,H Bentley,,5.0,D A Hayes,,56.0,1000.0,-6.0,1.11.14,-,67.0,Leo Racing Syndicate,PP,3,Gelding,0,0,Wootton Bassett,Fire Fly,HK_2025_L305,ST_20260906_R05_02,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2025_L305,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=5
2026-09-06,ST,Sha Tin,5,ST_20260906_R05,EDINBURGH HANDICAP,14:55,Turf,A,1200,Good,1170000,,Class 4,3,CAVA PIONEER,L359,128.0,M F Poon,,10.0,C H Yip,,52.0,1075.0,,,-,,Cheung Kwok Ping & Cheung Kwok Keung,PPG,4,Gelding,0,0,Cosmic Force,Thirty Rock,HK_2025_L359,ST_20260906_R05_03,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2025_L359,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=5
2026-09-06,ST,Sha Tin,5,ST_20260906_R05,EDINBURGH HANDICAP,14:55,Turf,A,1200,Good,1170000,,Class 4,4,STUNNING BUNDLE,L420,128.0,H Bowman,,4.0,J Size,,52.0,1084.0,-1.0,1.09.91,-,67.0,Mr & Mrs Colin Lo Chor Cheong,PPG,4,Gelding,0,134550,Shocking,Savanite,HK_2025_L420,ST_20260906_R05_04,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2025_L420,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=5
2026-09-06,ST,Sha Tin,5,ST_20260906_R05,EDINBURGH HANDICAP,14:55,Turf,A,1200,Good,1170000,,Class 4,5,VIRTUS GLORY,L298,128.0,H Y Yuen (-10),,13.0,P F Yiu,,52.0,1050.0,12.0,1.10.00,-,91.0,HKUAA Syndicate,PPG,4,Gelding,0,315900,Written By,Idol,HK_2025_L298,ST_20260906_R05_05,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2025_L298,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=5
2026-09-06,ST,Sha Tin,5,ST_20260906_R05,EDINBURGH HANDICAP,14:55,Turf,A,1200,Good,1170000,,Class 4,6,ISLAND BUDDY,,,,,,,,,,,,,,,,6,Gelding,0,2521350,Brave Smash,Treatmelikealady,HK_2023_J217,ST_20260906_R05_06,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2023_J217,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=5
2026-09-06,ST,Sha Tin,5,ST_20260906_R05,EDINBURGH HANDICAP,14:55,Turf,A,1200,Good,1170000,,Class 4,6,SYNERGY IN ACTION,L330,127.0,K C Leung,,6.0,P C Ng,,51.0,1086.0,-3.0,,-,67.0,25/26 Pierre Ng Pang Chi Trainer Syndicate,PPG,4,Gelding,0,0,Toronado,Kabini,HK_2025_L330,ST_20260906_R05_06,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2025_L330,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=5
2026-09-06,ST,Sha Tin,5,ST_20260906_R05,EDINBURGH HANDICAP,14:55,Turf,A,1200,Good,1170000,,Class 4,7,LIGHT YEARS GLORY,K204,126.0,L Ferraris,,7.0,D Eustace,,50.0,1132.0,3.0,1.09.08,-,53.0,Zhao Guoming & Xiao Bing,PPG,4,Gelding,0,1447300,Advertise,Capla Cubiste,HK_2024_K204,ST_20260906_R05_07,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2024_K204,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=5
2026-09-06,ST,Sha Tin,5,ST_20260906_R05,EDINBURGH HANDICAP,14:55,Turf,A,1200,Good,1170000,,Class 4,8,NEXT FORTUNE,L199,124.0,C Y Ho,,2.0,K W Lui,,48.0,1144.0,2.0,1.09.13,-,64.0,Dr Ho Lig Kang,PPG,4,Gelding,0,286650,Churchill,Latest Plan,HK_2025_L199,ST_20260906_R05_08,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2025_L199,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=5
2026-09-06,ST,Sha Tin,5,ST_20260906_R05,EDINBURGH HANDICAP,14:55,Turf,A,1200,Good,1170000,,Class 4,9,LEGEND STAR,K271,122.0,Y L Chung (-2),,14.0,C S Shum,,46.0,1136.0,20.0,1.09.00,-,109.0,Surplus Horse Racing Syndicate,PPG,5,Gelding,0,1269425,Deep Field,Ma Can Do It,HK_2024_K271,ST_20260906_R05_09,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2024_K271,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=5
2026-09-06,ST,Sha Tin,5,ST_20260906_R05,EDINBURGH HANDICAP,14:55,Turf,A,1200,Good,1170000,,Class 4,10,RIDING HIGH,J403,121.0,L Hewitson,,12.0,D J Whyte,,45.0,1089.0,-6.0,1.09.22,-,64.0,Riding High Syndicate,PP,6,Gelding,0,2247225,Exceed And Excel,Tempt Me Not,HK_2023_J403,ST_20260906_R05_10,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2023_J403,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=5
2026-09-06,ST,Sha Tin,5,ST_20260906_R05,EDINBURGH HANDICAP,14:55,Turf,A,1200,Good,1170000,,Class 4,11,PODIUM,H173,120.0,A Atzeni,,9.0,D Eustace,,44.0,1055.0,-5.0,1.09.73,-,60.0,Francis Lui Sing Chuen,PP,8,Gelding,0,3136450,Medaglia d'Oro,Apamurra,HK_2022_H173,ST_20260906_R05_11,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2022_H173,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=5
2026-09-06,ST,Sha Tin,5,ST_20260906_R05,EDINBURGH HANDICAP,14:55,Turf,A,1200,Good,1170000,,Class 4,12,MONTA FRUTTA,H455,118.0,Z Purton,2.0,8.0,A S Cruz,,42.0,1142.0,18.0,1.09.22,-,56.0,Edwin Cheung Hon Kit,PP,7,Gelding,0,2053650,Capitalist,Ma Can Do It,HK_2022_H455,ST_20260906_R05_12,https://racing.hkjc.com/en-us/local/information/horse?horseid=HK_2022_H455,https://racing.hkjc.com/en-us/local/information/racecard?racedate=2026/09/06&Racecourse=ST&RaceNo=5
